Fecha_Produccion,Turno,Lote_ID,Familia_Preparacion,Producto,Unidades_Producidas,Tiempo_Horneado_Min,Merma_Kg
2025-08-30,Mañana,LOTE-9667,Masas Quebradas,Pie de limon,41,41,2.51
2026-06-16,Tarde,LOTE-9674,Bizcochos,Tres leches,59,54,1.93
2026-01-19,Tarde,LOTE-9231,Bizcochos,Red velvet,18,34,1.38
2025-07-16,Tarde,LOTE-1032,Hojaldres,Empanada dulce,16,43,0.46
2026-01-01,Mañana,LOTE-9650,Hojaldres,Mil hojas,16,52,0.7
2025-11-01,Mañana,LOTE-7799,Hojaldres,Mil hojas,32,23,1.65
2025-09-12,Mañana,LOTE-5400,Masas Quebradas,Pie de limon,52,38,2.95
2025-08-22,Mañana,LOTE-7261,Hojaldres,Mil hojas,40,24,1.91
2025-11-28,Tarde,LOTE-9978,Bizcochos,Torta de chocolate,14,41,0.37
2025-10-14,Tarde,LOTE-1450,Masas Quebradas,Pie de limon,60,20,1.82
2026-05-21,Mañana,LOTE-9578,Bizcochos,Tres leches,60,37,1.41
2025-08-31,Tarde,LOTE-5366,Hojaldres,Mil hojas,25,40,1.6
2025-07-03,Mañana,LOTE-8886,Masas Quebradas,Tartaleta de fresa,51,35,2.07
2026-05-12,Tarde,LOTE-6799,Hojaldres,Empanada dulce,10,50,2.37
2026-03-05,Tarde,LOTE-2563,Bizcochos,Torta de chocolate,22,42,2.05
2025-07-14,Tarde,LOTE-6289,Masas Quebradas,Pie de limon,53,40,0.15
2026-03-16,Mañana,LOTE-8785,Hojaldres,Empanada dulce,16,23,1.23
2025-12-29,Mañana,LOTE-8776,Bizcochos,Tres leches,32,25,2.15
2025-07-18,Tarde,LOTE-6819,Hojaldres,Croissant,56,28,0.65
2026-04-13,Tarde,LOTE-1972,Hojaldres,Empanada dulce,26,32,1.99
2026-02-08,Mañana,LOTE-7583,Bizcochos,Tres leches,27,24,2.85
2026-04-27,Tarde,LOTE-9129,Masas Quebradas,Pie de limon,46,30,1.62
2025-11-10,Mañana,LOTE-9664,Masas Quebradas,Pie de limon,10,42,1.03
2025-11-01,Mañana,LOTE-8622,Masas Quebradas,Tartaleta de fresa,22,40,2.79
2026-05-31,Tarde,LOTE-4285,Masas Quebradas,Pie de limon,54,50,2.18
2026-05-23,Tarde,LOTE-2859,Masas Quebradas,Pie de limon,27,43,1.04
2026-05-19,Tarde,LOTE-2035,Hojaldres,Empanada dulce,50,26,1.93
2026-05-05,Tarde,LOTE-4363,Bizcochos,Torta de chocolate,50,25,2.32
2026-05-25,Tarde,LOTE-5365,Masas Quebradas,Tartaleta de fresa,53,29,1.82
2025-12-27,Mañana,LOTE-7533,Hojaldres,Mil hojas,35,41,1.17
2025-12-06,Tarde,LOTE-8989,Hojaldres,Croissant,19,45,0.17
2026-06-06,Tarde,LOTE-2105,Masas Quebradas,Pie de limon,14,17,0.21
2025-08-23,Mañana,LOTE-8814,Bizcochos,Tres leches,57,33,2.67
2026-05-08,Mañana,LOTE-9532,Hojaldres,Empanada dulce,31,44,2.76
2026-02-19,Tarde,LOTE-5761,Masas Quebradas,Tartaleta de fresa,24,28,0.4
2026-03-02,Tarde,LOTE-9318,Masas Quebradas,Pie de limon,46,40,2.92
2025-12-12,Mañana,LOTE-8458,Bizcochos,Torta de chocolate,52,50,1.61
2026-01-26,Tarde,LOTE-2776,Masas Quebradas,Tartaleta de fresa,43,46,1.72
2025-10-08,Mañana,LOTE-4515,Bizcochos,Torta de chocolate,40,16,2.11
2026-01-18,Mañana,LOTE-9503,Masas Quebradas,Pie de limon,45,22,0.12
2025-09-15,Mañana,LOTE-4924,Hojaldres,Empanada dulce,35,21,1.11
2026-01-23,Tarde,LOTE-1136,Hojaldres,Croissant,17,31,0.28
2025-07-11,Mañana,LOTE-8785,Bizcochos,Red velvet,21,38,1.7
2025-10-26,Mañana,LOTE-6524,Masas Quebradas,Tartaleta de fresa,25,23,1.1
2025-09-01,Tarde,LOTE-8422,Hojaldres,Croissant,23,54,0.72
2025-10-21,Mañana,LOTE-2172,Bizcochos,Red velvet,28,24,2.41
2026-03-10,Tarde,LOTE-5424,Masas Quebradas,Pie de limon,30,39,2.05
2026-01-29,Mañana,LOTE-1572,Masas Quebradas,Pie de limon,14,25,0.49
2026-02-25,Tarde,LOTE-3503,Bizcochos,Red velvet,57,42,0.91
2025-09-22,Mañana,LOTE-6423,Hojaldres,Mil hojas,50,28,1.04
2026-05-04,Tarde,LOTE-6631,Bizcochos,Red velvet,33,43,0.81
2026-04-27,Tarde,LOTE-1882,Hojaldres,Croissant,59,22,2.16
2025-11-15,Mañana,LOTE-6772,Hojaldres,Croissant,32,51,0.36
2026-04-25,Tarde,LOTE-1202,Hojaldres,Mil hojas,22,41,1.52
2025-10-08,Tarde,LOTE-3197,Bizcochos,Tres leches,38,36,2.74
2025-11-09,Tarde,LOTE-5168,Hojaldres,Mil hojas,11,36,0.57
2025-07-21,Mañana,LOTE-8843,Hojaldres,Empanada dulce,49,40,2.27
2025-06-20,Mañana,LOTE-1925,Hojaldres,Mil hojas,25,28,1.68
2025-11-07,Mañana,LOTE-7488,Hojaldres,Empanada dulce,14,34,0.66
2026-01-11,Mañana,LOTE-3025,Bizcochos,Torta de chocolate,49,27,0.73
2025-10-29,Tarde,LOTE-6346,Bizcochos,Torta de chocolate,24,32,0.51
2026-01-07,Mañana,LOTE-3285,Masas Quebradas,Tartaleta de fresa,57,44,1.4
2025-07-23,Mañana,LOTE-6987,Bizcochos,Red velvet,29,32,1.38
2025-09-27,Mañana,LOTE-4272,Masas Quebradas,Tartaleta de fresa,48,41,0.12
2026-02-18,Tarde,LOTE-9595,Hojaldres,Mil hojas,33,26,1.98
2025-12-23,Mañana,LOTE-3453,Masas Quebradas,Tartaleta de fresa,42,24,0.88
2026-01-26,Mañana,LOTE-2655,Bizcochos,Torta de chocolate,29,25,1.93
2026-01-12,Tarde,LOTE-1373,Hojaldres,Empanada dulce,50,43,2.82
2026-01-06,Tarde,LOTE-7890,Hojaldres,Croissant,17,24,0.61
2025-10-11,Tarde,LOTE-4932,Masas Quebradas,Tartaleta de fresa,56,16,2.81
2025-12-12,Mañana,LOTE-6768,Masas Quebradas,Pie de limon,60,52,1.53
2025-12-12,Mañana,LOTE-1617,Hojaldres,Mil hojas,31,32,2.64
2025-08-04,Tarde,LOTE-7966,Masas Quebradas,Pie de limon,50,34,0.99
2025-07-09,Mañana,LOTE-3440,Hojaldres,Croissant,10,53,1.05
2025-08-16,Mañana,LOTE-5670,Hojaldres,Croissant,26,21,1.07
2025-10-11,Tarde,LOTE-8222,Bizcochos,Torta de chocolate,29,23,2.09
2025-10-01,Tarde,LOTE-7260,Masas Quebradas,Tartaleta de fresa,11,28,1.1
2025-11-26,Tarde,LOTE-8550,Masas Quebradas,Tartaleta de fresa,16,54,0.33
2025-10-15,Mañana,LOTE-3031,Masas Quebradas,Pie de limon,45,18,0.93
2025-08-19,Tarde,LOTE-8077,Hojaldres,Croissant,26,18,0.88
2026-03-21,Mañana,LOTE-3608,Bizcochos,Torta de chocolate,11,28,0.28
2026-02-23,Mañana,LOTE-5628,Hojaldres,Mil hojas,23,53,1.17
2026-04-02,Tarde,LOTE-2457,Masas Quebradas,Pie de limon,41,31,1.58
2026-03-19,Tarde,LOTE-6928,Bizcochos,Red velvet,16,43,2.35
2025-09-11,Mañana,LOTE-6195,Hojaldres,Empanada dulce,29,44,1.17
2026-05-13,Mañana,LOTE-7130,Bizcochos,Torta de chocolate,47,49,0.13
2025-11-07,Tarde,LOTE-5622,Hojaldres,Croissant,39,30,2.48
2025-07-28,Tarde,LOTE-4249,Hojaldres,Empanada dulce,14,40,2.66
2026-05-23,Mañana,LOTE-5633,Hojaldres,Croissant,53,47,1.58
2025-07-23,Mañana,LOTE-6443,Hojaldres,Empanada dulce,28,48,1.44
2025-07-16,Mañana,LOTE-2350,Hojaldres,Mil hojas,51,17,0.85
2025-10-05,Tarde,LOTE-3118,Masas Quebradas,Tartaleta de fresa,40,22,0.18
2026-03-09,Mañana,LOTE-8812,Hojaldres,Mil hojas,42,37,1.95
2025-11-12,Mañana,LOTE-7980,Bizcochos,Red velvet,52,31,1.67
2026-05-25,Mañana,LOTE-5343,Hojaldres,Empanada dulce,21,44,2.57
2025-11-03,Mañana,LOTE-6333,Bizcochos,Tres leches,20,32,1.13
2025-07-27,Mañana,LOTE-3040,Masas Quebradas,Pie de limon,51,23,0.71
2025-12-18,Mañana,LOTE-1134,Masas Quebradas,Pie de limon,46,20,0.16
2026-05-13,Mañana,LOTE-1039,Bizcochos,Red velvet,22,16,0.59
2026-03-25,Mañana,LOTE-9047,Hojaldres,Empanada dulce,49,17,2.57
2026-02-15,Mañana,LOTE-2573,Masas Quebradas,Pie de limon,11,25,0.25
2025-12-07,Mañana,LOTE-4566,Hojaldres,Empanada dulce,34,41,2.98
2026-05-16,Mañana,LOTE-6401,Bizcochos,Tres leches,20,30,2.39
2026-01-31,Mañana,LOTE-9168,Masas Quebradas,Tartaleta de fresa,39,23,1.72
2025-09-19,Mañana,LOTE-4274,Hojaldres,Croissant,54,53,0.27
2025-08-29,Mañana,LOTE-8720,Masas Quebradas,Pie de limon,46,28,1.61
2025-07-05,Tarde,LOTE-1971,Bizcochos,Red velvet,12,52,0.71
2025-11-08,Tarde,LOTE-5468,Masas Quebradas,Tartaleta de fresa,17,25,0.21
2025-12-30,Tarde,LOTE-4537,Masas Quebradas,Pie de limon,25,18,0.61
2026-06-01,Mañana,LOTE-1186,Masas Quebradas,Pie de limon,39,42,0.94
2025-06-27,Tarde,LOTE-3180,Masas Quebradas,Pie de limon,45,38,2.15
2026-03-16,Mañana,LOTE-4312,Masas Quebradas,Tartaleta de fresa,32,36,1.36
2026-04-24,Mañana,LOTE-1938,Hojaldres,Empanada dulce,19,35,0.13
2026-05-05,Tarde,LOTE-1741,Masas Quebradas,Tartaleta de fresa,53,43,1.13
2026-03-21,Mañana,LOTE-6723,Bizcochos,Red velvet,33,46,2.89
2025-08-18,Tarde,LOTE-7871,Hojaldres,Empanada dulce,52,55,0.31
2026-05-26,Mañana,LOTE-9359,Bizcochos,Torta de chocolate,48,55,1.26
2025-09-22,Tarde,LOTE-5500,Bizcochos,Torta de chocolate,49,40,2.21
2025-09-10,Tarde,LOTE-5633,Hojaldres,Croissant,57,42,1.46
2025-12-06,Mañana,LOTE-7003,Bizcochos,Tres leches,15,24,2.5
2026-02-05,Mañana,LOTE-6294,Masas Quebradas,Pie de limon,36,29,0.1
2026-01-04,Mañana,LOTE-6470,Masas Quebradas,Pie de limon,20,48,2.06
2025-08-27,Mañana,LOTE-6233,Bizcochos,Red velvet,28,51,1.01
2026-05-23,Tarde,LOTE-9001,Hojaldres,Mil hojas,50,18,1.37
2025-07-20,Mañana,LOTE-1643,Bizcochos,Tres leches,40,36,1.87
2026-01-25,Tarde,LOTE-4368,Masas Quebradas,Pie de limon,35,24,0.74
2025-08-02,Mañana,LOTE-4090,Masas Quebradas,Pie de limon,53,34,2.67
2026-03-17,Tarde,LOTE-7472,Bizcochos,Torta de chocolate,58,19,2.5
2026-01-22,Mañana,LOTE-2946,Bizcochos,Torta de chocolate,52,41,1.02
2025-09-02,Tarde,LOTE-3645,Masas Quebradas,Tartaleta de fresa,53,55,2.13
2026-01-09,Tarde,LOTE-6898,Bizcochos,Red velvet,26,30,1.46
2026-04-07,Mañana,LOTE-3985,Masas Quebradas,Pie de limon,59,50,1.43
2025-12-25,Tarde,LOTE-2533,Bizcochos,Red velvet,16,42,1.46
2026-03-01,Tarde,LOTE-2947,Masas Quebradas,Tartaleta de fresa,36,48,2.27
2026-02-18,Tarde,LOTE-6928,Hojaldres,Croissant,11,43,0.82
2026-01-24,Tarde,LOTE-9118,Hojaldres,Empanada dulce,44,55,1.08
2025-10-03,Tarde,LOTE-9556,Bizcochos,Red velvet,13,36,1.55
2025-10-19,Mañana,LOTE-9812,Masas Quebradas,Tartaleta de fresa,49,40,2.47
2026-03-27,Mañana,LOTE-5937,Bizcochos,Torta de chocolate,56,17,2.6
2026-02-21,Mañana,LOTE-8983,Hojaldres,Mil hojas,60,52,1.74
2025-11-16,Tarde,LOTE-2347,Bizcochos,Red velvet,18,30,1.07
2025-10-31,Mañana,LOTE-7826,Hojaldres,Mil hojas,30,54,2.89
2025-06-27,Mañana,LOTE-6488,Bizcochos,Torta de chocolate,50,40,0.93
2025-07-31,Mañana,LOTE-6160,Hojaldres,Empanada dulce,15,22,0.8
2026-04-01,Tarde,LOTE-1844,Hojaldres,Empanada dulce,14,20,0.9
2025-10-11,Tarde,LOTE-3218,Masas Quebradas,Pie de limon,58,24,0.72
2025-09-22,Tarde,LOTE-6933,Masas Quebradas,Pie de limon,37,30,1.22
2025-06-30,Mañana,LOTE-7703,Masas Quebradas,Tartaleta de fresa,17,41,1.15
2025-08-18,Tarde,LOTE-1348,Masas Quebradas,Pie de limon,21,15,2.57
2026-05-28,Tarde,LOTE-4279,Masas Quebradas,Pie de limon,36,40,2.04
2025-09-30,Mañana,LOTE-9095,Hojaldres,Mil hojas,54,22,0.41
2026-04-28,Tarde,LOTE-5704,Bizcochos,Torta de chocolate,51,47,1.07
2025-08-17,Mañana,LOTE-1416,Masas Quebradas,Tartaleta de fresa,37,23,2.0
2025-09-04,Mañana,LOTE-1008,Masas Quebradas,Tartaleta de fresa,35,26,2.06
2026-01-21,Tarde,LOTE-7218,Hojaldres,Empanada dulce,30,45,0.41
2026-04-14,Mañana,LOTE-5250,Masas Quebradas,Tartaleta de fresa,59,35,1.21
2025-08-29,Tarde,LOTE-3686,Hojaldres,Empanada dulce,15,28,0.58
2026-06-11,Mañana,LOTE-5993,Masas Quebradas,Pie de limon,21,23,1.01
2026-05-11,Tarde,LOTE-1797,Bizcochos,Torta de chocolate,51,33,2.39
2026-02-06,Tarde,LOTE-6978,Hojaldres,Empanada dulce,58,28,2.49
2025-08-03,Tarde,LOTE-3236,Masas Quebradas,Tartaleta de fresa,31,22,2.3
2025-08-13,Mañana,LOTE-7954,Bizcochos,Red velvet,48,19,1.97
2025-11-23,Mañana,LOTE-9879,Hojaldres,Croissant,59,38,0.28
2025-07-08,Mañana,LOTE-3645,Masas Quebradas,Pie de limon,31,46,0.41
2025-09-26,Tarde,LOTE-3190,Bizcochos,Tres leches,48,17,0.33
2025-11-09,Mañana,LOTE-7257,Hojaldres,Mil hojas,16,53,0.7
2026-01-17,Tarde,LOTE-7394,Masas Quebradas,Pie de limon,24,43,1.91
2025-09-26,Tarde,LOTE-6205,Masas Quebradas,Tartaleta de fresa,41,49,2.16
2026-04-21,Mañana,LOTE-3848,Hojaldres,Empanada dulce,25,54,1.29
2026-02-25,Mañana,LOTE-1457,Hojaldres,Croissant,55,21,1.65
2025-07-26,Mañana,LOTE-2700,Masas Quebradas,Pie de limon,43,36,2.05
2026-03-02,Tarde,LOTE-8048,Bizcochos,Tres leches,48,52,0.89
2026-01-17,Tarde,LOTE-2878,Bizcochos,Torta de chocolate,58,27,2.39
2025-07-15,Tarde,LOTE-3309,Masas Quebradas,Tartaleta de fresa,34,54,0.19
2026-06-01,Tarde,LOTE-9736,Masas Quebradas,Tartaleta de fresa,21,36,0.82
2025-07-06,Mañana,LOTE-6271,Hojaldres,Croissant,26,25,1.03
2026-02-26,Tarde,LOTE-8949,Hojaldres,Croissant,24,53,1.33
2025-08-04,Tarde,LOTE-1818,Hojaldres,Croissant,56,18,2.99
2026-05-16,Mañana,LOTE-6526,Bizcochos,Tres leches,24,24,0.31
2026-03-11,Tarde,LOTE-1382,Hojaldres,Empanada dulce,11,20,2.99
2025-06-29,Mañana,LOTE-4075,Hojaldres,Croissant,28,47,2.47
2025-11-30,Tarde,LOTE-8587,Bizcochos,Tres leches,27,16,2.36
2026-01-22,Tarde,LOTE-8081,Bizcochos,Tres leches,49,39,2.12
2025-06-29,Mañana,LOTE-5158,Hojaldres,Empanada dulce,44,44,2.81
2025-10-19,Tarde,LOTE-2620,Hojaldres,Empanada dulce,21,31,0.4
2026-03-06,Mañana,LOTE-7499,Hojaldres,Empanada dulce,33,15,2.76
2025-12-30,Mañana,LOTE-6788,Bizcochos,Torta de chocolate,16,28,1.27
2025-10-02,Tarde,LOTE-7958,Masas Quebradas,Pie de limon,20,16,0.15
2026-01-24,Mañana,LOTE-1126,Bizcochos,Red velvet,16,41,1.44
2025-08-04,Tarde,LOTE-2340,Bizcochos,Torta de chocolate,21,17,2.44
2026-03-24,Mañana,LOTE-2940,Bizcochos,Torta de chocolate,59,47,2.0
2025-11-22,Mañana,LOTE-5676,Masas Quebradas,Tartaleta de fresa,60,33,0.7
2026-05-13,Tarde,LOTE-2505,Masas Quebradas,Pie de limon,55,26,2.14
2025-07-08,Mañana,LOTE-1842,Masas Quebradas,Tartaleta de fresa,11,35,0.72
2026-05-20,Tarde,LOTE-8496,Bizcochos,Tres leches,52,50,2.79
2025-11-07,Tarde,LOTE-3049,Bizcochos,Red velvet,40,20,0.89
2025-08-25,Tarde,LOTE-7287,Hojaldres,Empanada dulce,23,38,2.37
2025-09-02,Tarde,LOTE-4406,Masas Quebradas,Tartaleta de fresa,14,32,0.83
2026-02-08,Mañana,LOTE-1702,Hojaldres,Empanada dulce,48,46,2.17
2026-06-17,Tarde,LOTE-5834,Hojaldres,Mil hojas,27,49,1.96
2026-04-29,Tarde,LOTE-8837,Masas Quebradas,Tartaleta de fresa,45,33,0.12
2025-07-15,Mañana,LOTE-5031,Hojaldres,Croissant,15,55,2.06
2026-03-24,Mañana,LOTE-3914,Bizcochos,Tres leches,43,46,1.56
2026-06-16,Tarde,LOTE-3807,Masas Quebradas,Tartaleta de fresa,39,20,0.45
2025-09-11,Tarde,LOTE-6773,Masas Quebradas,Pie de limon,44,27,2.52
2025-12-18,Tarde,LOTE-9019,Bizcochos,Red velvet,55,43,1.38
2025-07-08,Mañana,LOTE-3524,Masas Quebradas,Tartaleta de fresa,12,46,2.2
2026-05-18,Tarde,LOTE-5446,Bizcochos,Tres leches,13,27,0.59
2025-06-26,Mañana,LOTE-2209,Masas Quebradas,Pie de limon,14,55,2.71
2026-01-30,Tarde,LOTE-9281,Hojaldres,Mil hojas,15,18,1.34
2026-04-15,Tarde,LOTE-7108,Bizcochos,Torta de chocolate,15,39,0.66
2025-08-16,Mañana,LOTE-9232,Hojaldres,Empanada dulce,34,55,0.9
2026-03-04,Mañana,LOTE-1608,Hojaldres,Empanada dulce,43,18,2.67
2025-11-22,Tarde,LOTE-3614,Hojaldres,Croissant,19,43,1.39
2025-12-16,Tarde,LOTE-5004,Masas Quebradas,Tartaleta de fresa,29,44,0.83
2025-09-21,Tarde,LOTE-4811,Bizcochos,Torta de chocolate,45,31,0.26
2026-02-14,Mañana,LOTE-4542,Hojaldres,Mil hojas,10,28,0.14
2026-06-08,Tarde,LOTE-6214,Masas Quebradas,Pie de limon,23,19,1.83
2025-09-01,Mañana,LOTE-7080,Hojaldres,Mil hojas,39,44,0.55
2026-03-13,Mañana,LOTE-7103,Hojaldres,Empanada dulce,48,44,1.03
2026-02-23,Tarde,LOTE-6362,Hojaldres,Mil hojas,57,23,1.59
2025-10-26,Tarde,LOTE-4121,Bizcochos,Tres leches,40,22,2.15
2026-04-18,Mañana,LOTE-6468,Masas Quebradas,Tartaleta de fresa,35,41,0.69
2025-07-20,Tarde,LOTE-3377,Bizcochos,Tres leches,35,43,0.37
2025-12-06,Mañana,LOTE-3513,Bizcochos,Red velvet,37,48,0.56
2026-04-30,Tarde,LOTE-9514,Masas Quebradas,Pie de limon,30,22,0.89
2026-05-26,Tarde,LOTE-6316,Hojaldres,Empanada dulce,27,34,1.4
2025-09-01,Tarde,LOTE-4190,Bizcochos,Red velvet,60,20,0.37
2025-11-06,Tarde,LOTE-9050,Hojaldres,Empanada dulce,48,17,2.2
2025-10-31,Tarde,LOTE-4015,Hojaldres,Empanada dulce,60,22,0.17
2025-10-11,Tarde,LOTE-1461,Hojaldres,Croissant,59,48,2.71
2026-06-09,Tarde,LOTE-7462,Hojaldres,Empanada dulce,45,55,1.48
2025-07-26,Tarde,LOTE-4531,Masas Quebradas,Pie de limon,25,52,1.67
2026-05-16,Tarde,LOTE-4311,Masas Quebradas,Pie de limon,25,55,1.47
2025-12-21,Mañana,LOTE-7652,Masas Quebradas,Pie de limon,44,20,1.27
2026-04-10,Mañana,LOTE-1778,Hojaldres,Croissant,20,51,0.1
2026-05-22,Mañana,LOTE-1197,Masas Quebradas,Pie de limon,31,45,0.49
2025-12-28,Mañana,LOTE-5421,Bizcochos,Red velvet,20,17,2.18
2026-03-23,Tarde,LOTE-7375,Bizcochos,Tres leches,45,35,2.25
2026-01-02,Tarde,LOTE-9782,Masas Quebradas,Tartaleta de fresa,39,36,2.03
2026-06-17,Mañana,LOTE-6190,Bizcochos,Torta de chocolate,40,25,2.56
2025-09-05,Mañana,LOTE-6303,Hojaldres,Empanada dulce,58,22,2.31
2025-10-13,Tarde,LOTE-5918,Masas Quebradas,Tartaleta de fresa,33,19,2.29
2025-10-07,Mañana,LOTE-3024,Masas Quebradas,Pie de limon,20,38,2.85
2025-09-16,Tarde,LOTE-1350,Bizcochos,Tres leches,21,54,0.76
2025-11-12,Mañana,LOTE-8385,Hojaldres,Mil hojas,59,28,1.15
2026-01-27,Mañana,LOTE-3900,Bizcochos,Red velvet,26,31,1.67
2026-06-20,Tarde,LOTE-7343,Bizcochos,Tres leches,38,24,0.23
2025-12-29,Mañana,LOTE-1373,Bizcochos,Torta de chocolate,30,43,0.62
2025-08-08,Tarde,LOTE-2951,Bizcochos,Tres leches,42,18,2.33
2026-02-27,Tarde,LOTE-1050,Bizcochos,Red velvet,57,42,1.57
2026-02-28,Mañana,LOTE-5108,Masas Quebradas,Tartaleta de fresa,20,29,1.03
2025-08-24,Mañana,LOTE-2492,Masas Quebradas,Tartaleta de fresa,12,35,2.2
2026-03-18,Tarde,LOTE-5658,Masas Quebradas,Tartaleta de fresa,45,45,1.47
2025-10-30,Mañana,LOTE-4469,Hojaldres,Empanada dulce,34,25,1.84
2025-10-16,Tarde,LOTE-6723,Bizcochos,Torta de chocolate,42,48,2.52
2025-08-22,Tarde,LOTE-4817,Bizcochos,Red velvet,24,53,0.66
2025-08-07,Tarde,LOTE-8188,Hojaldres,Croissant,25,16,2.1
2026-04-12,Mañana,LOTE-4562,Masas Quebradas,Pie de limon,10,27,0.57
2025-12-14,Mañana,LOTE-7570,Bizcochos,Torta de chocolate,18,29,1.81
2026-04-06,Mañana,LOTE-5215,Hojaldres,Empanada dulce,58,40,1.05
2026-03-11,Tarde,LOTE-7736,Masas Quebradas,Pie de limon,26,47,1.68
2025-12-19,Mañana,LOTE-8712,Bizcochos,Torta de chocolate,32,18,2.22
2026-03-18,Mañana,LOTE-6541,Bizcochos,Tres leches,52,55,1.27
2025-10-20,Mañana,LOTE-5495,Masas Quebradas,Tartaleta de fresa,35,41,0.28
2025-10-20,Mañana,LOTE-6242,Bizcochos,Torta de chocolate,12,26,2.71
2025-08-16,Mañana,LOTE-4907,Masas Quebradas,Pie de limon,52,21,0.93
2026-04-18,Mañana,LOTE-1552,Bizcochos,Tres leches,56,17,2.05
2025-09-11,Mañana,LOTE-5668,Hojaldres,Empanada dulce,32,21,1.39
2025-12-11,Tarde,LOTE-8953,Masas Quebradas,Pie de limon,11,34,0.58
2025-08-26,Mañana,LOTE-2686,Masas Quebradas,Pie de limon,16,49,2.61
2025-11-09,Mañana,LOTE-6672,Hojaldres,Mil hojas,35,42,2.78
2025-07-04,Mañana,LOTE-5798,Hojaldres,Empanada dulce,14,46,0.59
2026-03-12,Mañana,LOTE-1011,Hojaldres,Empanada dulce,10,27,1.75
2025-10-25,Mañana,LOTE-7260,Bizcochos,Tres leches,47,19,2.73
2025-07-25,Tarde,LOTE-6939,Masas Quebradas,Pie de limon,43,38,1.13
2026-02-28,Mañana,LOTE-4478,Bizcochos,Tres leches,31,34,0.43
2025-07-25,Tarde,LOTE-8381,Hojaldres,Mil hojas,19,36,1.63
2025-12-15,Mañana,LOTE-6439,Masas Quebradas,Pie de limon,29,19,0.88
2025-11-05,Tarde,LOTE-1931,Bizcochos,Red velvet,50,16,1.23
2025-11-29,Tarde,LOTE-5287,Hojaldres,Empanada dulce,45,24,1.78
2026-03-12,Tarde,LOTE-4657,Bizcochos,Red velvet,34,20,1.73
2025-08-21,Mañana,LOTE-1371,Bizcochos,Torta de chocolate,31,36,2.62
2026-05-16,Tarde,LOTE-2749,Masas Quebradas,Pie de limon,48,50,0.67
2025-12-24,Mañana,LOTE-8997,Bizcochos,Tres leches,13,52,2.82
2026-05-18,Mañana,LOTE-1830,Hojaldres,Croissant,59,49,1.66
2026-01-30,Tarde,LOTE-7897,Hojaldres,Empanada dulce,49,35,2.19
2026-01-28,Mañana,LOTE-8091,Bizcochos,Red velvet,34,36,2.59
2026-01-15,Mañana,LOTE-5727,Masas Quebradas,Tartaleta de fresa,39,41,1.16
2026-05-14,Tarde,LOTE-3454,Hojaldres,Empanada dulce,14,47,2.46
2025-12-18,Tarde,LOTE-3549,Bizcochos,Torta de chocolate,18,33,1.9
2026-01-31,Tarde,LOTE-5391,Hojaldres,Croissant,31,54,0.59
2025-06-26,Mañana,LOTE-4831,Masas Quebradas,Tartaleta de fresa,37,38,0.25
2025-12-07,Tarde,LOTE-9631,Masas Quebradas,Pie de limon,59,34,0.51
2025-06-29,Mañana,LOTE-1921,Hojaldres,Mil hojas,52,28,2.91
2025-11-23,Mañana,LOTE-1550,Masas Quebradas,Tartaleta de fresa,50,21,1.69
2026-03-04,Mañana,LOTE-3144,Bizcochos,Torta de chocolate,17,33,1.8
2025-09-19,Tarde,LOTE-9891,Masas Quebradas,Tartaleta de fresa,22,29,1.63
2026-03-28,Mañana,LOTE-7324,Hojaldres,Croissant,29,20,1.15
2025-11-08,Tarde,LOTE-7166,Masas Quebradas,Tartaleta de fresa,14,54,2.58
2025-08-16,Tarde,LOTE-8726,Masas Quebradas,Tartaleta de fresa,38,52,2.93
2025-12-25,Tarde,LOTE-4122,Masas Quebradas,Tartaleta de fresa,12,50,2.04
2026-06-06,Mañana,LOTE-2422,Masas Quebradas,Pie de limon,40,22,1.1
2026-03-26,Mañana,LOTE-3916,Masas Quebradas,Tartaleta de fresa,41,15,2.18
2026-05-02,Tarde,LOTE-2253,Hojaldres,Mil hojas,15,48,0.91
2026-04-24,Mañana,LOTE-4187,Hojaldres,Empanada dulce,12,54,2.53
2025-08-15,Tarde,LOTE-2643,Masas Quebradas,Pie de limon,43,45,0.94
2026-03-13,Mañana,LOTE-8618,Masas Quebradas,Pie de limon,44,50,2.38
2025-06-20,Mañana,LOTE-7042,Hojaldres,Empanada dulce,47,29,2.06
2025-12-11,Tarde,LOTE-1644,Hojaldres,Croissant,44,33,2.53
2025-11-27,Tarde,LOTE-9292,Masas Quebradas,Pie de limon,36,31,0.77
2025-10-26,Tarde,LOTE-7489,Hojaldres,Empanada dulce,44,29,2.49
2025-12-06,Mañana,LOTE-6588,Bizcochos,Tres leches,42,44,2.0
2026-05-18,Tarde,LOTE-9780,Masas Quebradas,Tartaleta de fresa,39,27,2.9
2025-08-11,Mañana,LOTE-7988,Masas Quebradas,Tartaleta de fresa,32,43,1.49
2026-03-08,Mañana,LOTE-6382,Hojaldres,Mil hojas,34,47,0.62
2026-03-15,Mañana,LOTE-3462,Masas Quebradas,Tartaleta de fresa,57,46,0.62
2026-01-17,Tarde,LOTE-8740,Hojaldres,Croissant,15,20,2.65
2025-08-20,Tarde,LOTE-6232,Hojaldres,Mil hojas,28,51,0.86
2026-02-17,Mañana,LOTE-4514,Bizcochos,Red velvet,35,50,2.04
2025-10-17,Tarde,LOTE-5725,Masas Quebradas,Tartaleta de fresa,12,15,1.18
